account_id,customer_id,account_type,account_status,open_date,currency_code,balance
ACCT200389,CUST101626,Checking,Active,2023-06-24,USD,2713.4
ACCT200390,CUST100834,Credit Card,Active,2022-02-20,USD,-178.03
ACCT200391,CUST101378,Savings,Active,2025-01-10,USD,844.55
ACCT200392,CUST101527,Savings,Active,2024-09-20,USD,3161.88
ACCT200393,CUST100217,Checking,Active,2023-11-01,USD,46402.39
ACCT200394,CUST101897,Savings,Active,2023-03-23,USD,14075.87
ACCT200395,CUST101092,Savings,Active,2022-09-08,USD,23699.38
ACCT200396,CUST100604,Credit Card,Closed,2023-08-20,USD,-301.07
ACCT200397,CUST101628,Savings,Dormant,2023-02-10,USD,45708.45
ACCT200398,CUST101791,Money Market,Active,2023-11-25,USD,557.51
ACCT200399,CUST101100,Checking,Active,2025-01-31,USD,29832.74
ACCT200400,CUST101486,Checking,Active,2026-05-17,USD,37071.52
ACCT200401,CUST100329,Savings,Active,2023-06-02,USD,25627.63
ACCT200402,CUST101374,Checking,Active,2024-07-14,EUR,5731.13
ACCT200403,CUST101124,Credit Card,Active,2024-07-30,USD,-135.26
ACCT200404,CUST100201,Checking,Active,2022-08-08,USD,3368.14
ACCT200405,CUST101374,Money Market,Active,2025-02-10,USD,17856.92
ACCT200406,CUST100650,Savings,Active,2025-10-09,USD,45005.93
ACCT200407,CUST100312,Savings,Active,2026-03-30,USD,34672.91
ACCT200408,CUST100009,Checking,Active,2025-12-11,USD,21415.37
ACCT200409,CUST100566,Savings,Active,2023-03-19,USD,32041.93
ACCT200410,CUST100947,Savings,Active,2025-10-11,USD,43894.29
ACCT200411,CUST101322,Savings,Active,2025-07-31,USD,5441.63
ACCT200412,CUST101103,Credit Card,Active,2025-08-26,USD,-1720.0
ACCT200413,CUST101827,Savings,Active,2022-11-23,USD,36371.27
ACCT200414,CUST100829,Checking,Active,2022-01-03,USD,29094.52
ACCT200415,CUST101830,Checking,Closed,2024-03-03,USD,13030.82
ACCT200416,CUST100457,Credit Card,Dormant,2023-07-05,USD,-1268.36
ACCT200417,CUST101026,Credit Card,Active,2026-05-04,USD,-1732.24
ACCT200418,CUST101736,Savings,Closed,2025-10-14,CAD,33133.92
ACCT200419,CUST100287,Savings,Active,2022-07-31,USD,37860.3
ACCT200420,CUST101981,Money Market,Active,2025-10-27,USD,32970.67
ACCT200421,CUST101559,Money Market,Active,2025-11-30,USD,2020.99
ACCT200422,CUST100423,Checking,Active,2026-03-21,USD,2140.42
ACCT200423,CUST101805,Checking,Active,2023-11-16,CAD,45895.1
ACCT200424,CUST101067,Checking,Active,2022-10-04,USD,35186.81
ACCT200425,CUST101167,Savings,Active,2025-07-05,USD,28931.57
ACCT200426,CUST101711,Checking,Active,2022-07-01,USD,32666.83
ACCT200427,CUST100831,Money Market,Active,2024-09-30,EUR,11144.96
ACCT200428,CUST101237,Savings,Active,2025-03-03,EUR,24105.5
ACCT200429,CUST101053,Savings,Active,2024-03-29,USD,11499.54
ACCT200430,CUST101469,Checking,Active,2025-02-03,USD,18111.15
ACCT200431,CUST100232,Savings,Active,2023-12-13,USD,16511.24
ACCT200432,CUST101706,Checking,Active,2024-07-28,USD,8062.31
ACCT200433,CUST100275,Checking,Active,2024-08-10,USD,29617.38
ACCT200434,CUST100528,Savings,Dormant,2023-05-29,USD,2795.6
ACCT200435,CUST101305,Savings,Active,2022-12-07,USD,48462.18
ACCT200436,CUST100175,Savings,Active,2025-12-25,USD,14172.73
ACCT200437,CUST100449,Savings,Active,2023-10-09,USD,24083.42
ACCT200438,CUST100372,Credit Card,Active,2021-09-16,USD,-359.09
ACCT200439,CUST101888,Checking,Active,2023-04-13,USD,34279.56
ACCT200440,CUST100222,Checking,Active,2023-10-26,USD,19273.09
ACCT200441,CUST101692,Money Market,Active,2025-09-10,USD,34218.39
ACCT200442,CUST100079,Savings,Dormant,2025-03-26,USD,30737.41
ACCT200443,CUST101350,Credit Card,Active,2024-12-19,USD,-1813.62
ACCT200444,CUST101586,Credit Card,Active,2024-02-07,USD,-206.06
ACCT200445,CUST101428,Savings,Active,2024-09-15,USD,43741.22
ACCT200446,CUST100780,Credit Card,Active,2023-10-26,USD,-420.89
ACCT200447,CUST101179,Money Market,Active,2024-02-27,USD,41859.53
ACCT200448,CUST101759,Savings,Active,2021-07-22,USD,11625.64
ACCT200449,CUST100011,Savings,Active,2025-02-08,USD,12890.25
ACCT200450,CUST100014,Savings,Active,2024-11-23,USD,5891.43
ACCT200451,CUST100218,Credit Card,Active,2025-12-15,USD,-1182.31
ACCT200452,CUST100867,Checking,Active,2024-02-07,USD,42748.85
ACCT200453,CUST100417,Money Market,Active,2022-10-28,USD,19872.71
ACCT200454,CUST101136,Savings,Active,2024-06-11,CAD,18510.65
ACCT200455,CUST100815,Savings,Active,2023-05-25,EUR,38709.72
ACCT200456,CUST100914,Savings,Active,2022-12-04,GBP,37390.71
ACCT200457,CUST101609,Checking,Active,2025-12-07,USD,25417.18
ACCT200458,CUST100329,Savings,Active,2023-02-27,USD,35339.5
ACCT200459,CUST100965,Credit Card,Dormant,2024-12-05,USD,-353.49
ACCT200460,CUST100163,Checking,Active,2026-07-02,USD,11088.51
ACCT200461,CUST101343,Money Market,Active,2023-07-12,USD,20032.24
ACCT200462,CUST101679,Savings,Active,2021-08-06,USD,47285.79
ACCT200463,CUST101906,Checking,Active,2026-04-05,USD,42528.38
ACCT200464,CUST101056,Checking,Active,2021-10-22,USD,29975.75
ACCT200465,CUST101341,Savings,Active,2022-03-06,USD,17987.0
ACCT200466,CUST100723,Money Market,Active,2022-05-21,USD,38983.64
ACCT200467,CUST101441,Checking,Active,2026-02-25,USD,768.33
ACCT200468,CUST101873,Checking,Active,2025-09-18,USD,41488.24
ACCT200469,CUST101972,Credit Card,Active,2023-01-15,GBP,-1547.41
ACCT200470,CUST100833,Savings,Active,2022-07-08,USD,13055.38
ACCT200471,CUST100239,Savings,Active,2023-03-02,CAD,16998.29
ACCT200472,CUST101177,Credit Card,Active,2026-05-19,USD,-373.71
ACCT200473,CUST100498,Checking,Active,2026-03-05,CAD,24181.49
ACCT200474,CUST101201,Savings,Dormant,2023-02-28,USD,23036.02
ACCT200475,CUST101615,Checking,Closed,2021-09-12,USD,19133.66
ACCT200476,CUST101956,Checking,Active,2022-12-13,USD,15786.53
ACCT200477,CUST100588,Savings,Active,2021-11-09,USD,13167.48
ACCT200478,CUST101907,Credit Card,Active,2021-10-19,USD,-1847.94
ACCT200479,CUST100374,Checking,Dormant,2024-07-24,USD,28685.63
ACCT200480,CUST100408,Money Market,Active,2025-03-11,USD,24949.97
ACCT200481,CUST101709,Checking,Active,2024-06-15,USD,11460.38
ACCT200482,CUST101884,Checking,Active,2025-05-11,CAD,5334.46
ACCT200483,CUST101755,Savings,Active,2022-12-13,USD,331.18
ACCT200484,CUST101008,Savings,Dormant,2023-04-12,EUR,31033.37
ACCT200485,CUST100374,Savings,Closed,2026-02-13,GBP,13736.65
ACCT200486,CUST101181,Checking,Active,2025-03-14,USD,11104.64
ACCT200487,CUST100066,Savings,Active,2022-08-07,USD,46982.72
ACCT200488,CUST101999,Savings,Active,2025-01-08,USD,8740.02
ACCT200489,CUST101380,Checking,Active,2021-12-16,USD,420.93
ACCT200490,CUST100531,Checking,Active,2022-03-14,USD,30638.9
ACCT200491,CUST100702,Checking,Active,2026-03-10,USD,47926.34
ACCT200492,CUST100762,Checking,Active,2025-03-16,USD,35035.63
ACCT200493,CUST101179,Savings,Active,2022-02-23,USD,28570.49
ACCT200494,CUST101137,Savings,Active,2026-07-01,USD,40204.38
ACCT200495,CUST100306,Checking,Active,2022-06-21,USD,47957.4
ACCT200496,CUST101829,Savings,Active,2023-08-17,USD,6723.58
ACCT200497,CUST100614,Savings,Active,2025-03-21,EUR,39266.65
ACCT200498,CUST100334,Checking,Active,2023-11-09,USD,4948.74
ACCT200499,CUST100921,Savings,Active,2022-01-20,USD,31493.11
ACCT200500,CUST101658,Checking,Active,2025-01-24,USD,27874.57
ACCT200501,CUST101972,Checking,Active,2024-05-19,USD,43368.43
ACCT200502,CUST101598,Savings,Active,2026-02-25,USD,26921.91
ACCT200503,CUST100915,Savings,Dormant,2021-10-28,USD,38737.22
ACCT200504,CUST100296,Checking,Dormant,2024-08-16,USD,31585.61
ACCT200505,CUST101254,Money Market,Active,2022-03-12,USD,21090.82
ACCT200506,CUST100467,Checking,Active,2025-11-27,USD,8099.97
ACCT200507,CUST100809,Savings,Active,2024-03-11,USD,30269.25
ACCT200508,CUST101202,Credit Card,Active,2021-12-12,USD,-1273.67
ACCT200509,CUST100256,Checking,Active,2024-01-27,USD,42710.59
ACCT200510,CUST100163,Money Market,Active,2025-10-02,USD,35034.85
ACCT200511,CUST100969,Checking,Active,2025-09-13,USD,46839.68
ACCT200512,CUST100170,Checking,Active,2023-08-09,USD,38249.82
ACCT200513,CUST100798,Checking,Active,2024-07-25,USD,46579.48
ACCT200514,CUST100268,Checking,Active,2021-11-09,USD,31324.03
ACCT200515,CUST101874,Checking,Active,2023-07-22,USD,17842.06
ACCT200516,CUST100557,Money Market,Active,2022-07-31,USD,27029.21
ACCT200517,CUST101210,Money Market,Active,2025-11-29,USD,26964.38
ACCT200518,CUST101072,Savings,Active,2026-01-19,USD,28199.22
ACCT200519,CUST100465,Money Market,Active,2024-02-14,USD,24082.58
ACCT200520,CUST100621,Checking,Active,2026-07-19,USD,12990.35
ACCT200521,CUST100587,Credit Card,Active,2025-06-19,USD,-1727.4
ACCT200522,CUST100977,Money Market,Active,2024-01-18,USD,47347.88
ACCT200523,CUST101631,Credit Card,Active,2022-02-04,USD,-805.99
ACCT200524,CUST100808,Savings,Active,2024-11-06,USD,28027.72
ACCT200525,CUST100451,Savings,Active,2023-06-16,USD,41421.34
ACCT200526,CUST101863,Checking,Active,2023-02-08,USD,38226.91
ACCT200527,CUST101089,Checking,Active,2022-12-15,USD,32422.85
ACCT200528,CUST100593,Credit Card,Active,2026-01-11,USD,-1635.19
ACCT200529,CUST101007,Savings,Active,2024-03-18,USD,35023.63
ACCT200530,CUST100380,Checking,Closed,2024-07-26,USD,26748.54
ACCT200531,CUST100016,Checking,Active,2025-01-03,USD,21920.83
ACCT200532,CUST100638,Savings,Active,2023-06-15,USD,17095.64
ACCT200533,CUST100064,Checking,Active,2023-07-06,USD,34846.74
ACCT200534,CUST101588,Money Market,Active,2025-02-22,USD,2801.92
ACCT200535,CUST100512,Checking,Active,2025-01-07,USD,44784.95
ACCT200536,CUST100509,Checking,Active,2021-08-05,CAD,38407.28
ACCT200537,CUST100407,Checking,Active,2023-02-11,USD,49726.77
ACCT200538,CUST100968,Savings,Active,2023-06-14,CAD,49105.79
ACCT200539,CUST101491,Money Market,Active,2024-05-28,GBP,7930.57
ACCT200540,CUST101307,Savings,Active,2022-10-20,USD,12665.64
ACCT200541,CUST101993,Checking,Active,2022-05-05,USD,33334.74
ACCT200542,CUST100565,Checking,Active,2025-10-14,USD,8368.02
ACCT200543,CUST101190,Checking,Active,2026-06-07,USD,48441.75
ACCT200544,CUST100183,Savings,Active,2022-09-09,USD,18569.93
ACCT200545,CUST101985,Savings,Closed,2022-06-14,USD,16921.1
ACCT200546,CUST101436,Checking,Active,2022-07-21,USD,32228.74
ACCT200547,CUST101143,Savings,Active,2026-04-20,USD,15836.98
ACCT200548,CUST100395,Credit Card,Active,2023-01-13,USD,-1122.56
ACCT200549,CUST100080,Savings,Active,2026-02-05,USD,12534.81
ACCT200550,CUST100388,Checking,Active,2026-06-08,USD,34851.89
ACCT200551,CUST101776,Checking,Active,2022-02-21,GBP,23419.74
ACCT200552,CUST100317,Savings,Active,2023-08-30,USD,3443.83
ACCT200553,CUST101589,Savings,Active,2021-10-13,USD,22703.95
ACCT200554,CUST101754,Checking,Active,2024-04-18,USD,935.99
ACCT200555,CUST101980,Checking,Active,2022-03-08,USD,3167.09
ACCT200556,CUST101129,Savings,Active,2021-09-21,USD,24877.46
ACCT200557,CUST100197,Savings,Active,2022-11-14,USD,16101.2
ACCT200558,CUST101788,Credit Card,Active,2025-05-29,USD,-1740.45
ACCT200559,CUST101314,Checking,Active,2022-04-13,USD,1590.86
ACCT200560,CUST100524,Savings,Active,2021-09-13,USD,35065.7
ACCT200561,CUST101886,Savings,Active,2024-07-17,USD,654.31
ACCT200562,CUST101640,Credit Card,Active,2025-12-25,USD,-1840.09
ACCT200563,CUST101683,Savings,Active,2022-04-19,USD,44521.53
ACCT200564,CUST100083,Credit Card,Active,2023-10-23,USD,-1468.37
ACCT200565,CUST101063,Checking,Active,2025-06-18,USD,10795.0
ACCT200566,CUST101077,Savings,Active,2026-06-11,USD,9473.02
ACCT200567,CUST101143,Money Market,Active,2025-02-13,USD,27921.17
ACCT200568,CUST100939,Savings,Active,2021-12-27,USD,17898.17
ACCT200569,CUST101126,Checking,Active,2024-05-20,USD,39623.08
ACCT200570,CUST100907,Checking,Dormant,2024-10-04,GBP,49921.68
ACCT200571,CUST101730,Savings,Active,2022-09-30,USD,49842.52
ACCT200572,CUST101246,Savings,Active,2023-08-15,USD,36293.38
ACCT200573,CUST101524,Checking,Active,2023-05-25,CAD,27511.94
ACCT200574,CUST101487,Savings,Active,2021-11-07,USD,19854.53
ACCT200575,CUST101823,Checking,Active,2023-09-23,USD,6754.29
ACCT200576,CUST100044,Checking,Active,2025-06-15,GBP,42786.02
ACCT200577,CUST101047,Credit Card,Active,2026-06-16,GBP,-161.78
ACCT200578,CUST100728,Checking,Active,2025-05-20,USD,1886.82
ACCT200579,CUST100524,Credit Card,Active,2024-12-27,USD,-1500.29
ACCT200580,CUST101503,Checking,Active,2025-12-07,USD,45894.09
ACCT200581,CUST101841,Savings,Active,2026-01-12,USD,24413.82
ACCT200582,CUST100615,Money Market,Active,2024-06-01,USD,29761.56
ACCT200583,CUST101887,Checking,Active,2023-10-25,USD,39006.1
ACCT200584,CUST101777,Credit Card,Active,2023-03-26,USD,-1166.96
ACCT200585,CUST101901,Savings,Active,2023-10-10,USD,42473.91
ACCT200586,CUST100084,Checking,Active,2024-10-30,USD,15239.17
ACCT200587,CUST100313,Checking,Active,2023-11-18,USD,34888.43
ACCT200588,CUST101218,Checking,Active,2024-04-25,USD,22280.81
ACCT200589,CUST100303,Savings,Active,2025-11-09,USD,39318.41
ACCT200590,CUST100817,Savings,Active,2022-11-16,USD,2465.55
ACCT200591,CUST101560,Savings,Active,2024-04-23,USD,34893.53
ACCT200592,CUST100401,Savings,Active,2023-10-02,CAD,32612.42
ACCT200593,CUST100545,Savings,Active,2024-12-23,USD,12115.75
ACCT200594,CUST101375,Money Market,Active,2023-04-21,USD,4479.73
ACCT200595,CUST101342,Checking,Active,2025-08-10,USD,17226.25
ACCT200596,CUST101644,Money Market,Active,2023-04-27,USD,30811.05
ACCT200597,CUST100408,Checking,Active,2023-08-31,USD,40908.6
ACCT200598,CUST101514,Savings,Active,2023-06-03,GBP,4290.72
ACCT200599,CUST101679,Money Market,Active,2021-08-20,USD,43437.62
ACCT200600,CUST100964,Credit Card,Active,2021-11-27,USD,-1389.76
ACCT200601,CUST101071,Savings,Active,2023-06-12,USD,10190.07
ACCT200602,CUST101423,Savings,Active,2021-08-11,USD,49615.11
ACCT200603,CUST100089,Savings,Active,2023-11-14,USD,33176.42
ACCT200604,CUST100555,Checking,Active,2025-06-07,USD,34826.33
ACCT200605,CUST100555,Checking,Active,2022-05-24,GBP,19432.26
ACCT200606,CUST100599,Checking,Dormant,2024-10-17,USD,5394.57
ACCT200607,CUST101453,Checking,Active,2024-12-30,USD,19035.06
ACCT200608,CUST100381,Credit Card,Active,2022-11-03,CAD,-936.88
ACCT200609,CUST100081,Savings,Active,2023-07-22,USD,35623.46
ACCT200610,CUST100321,Checking,Active,2023-12-21,USD,19669.99
ACCT200611,CUST101026,Checking,Active,2023-01-20,USD,15116.31
ACCT200612,CUST101668,Checking,Closed,2024-08-31,GBP,19358.53
ACCT200613,CUST100699,Money Market,Dormant,2023-08-28,USD,11279.13
ACCT200614,CUST101967,Checking,Active,2021-12-13,EUR,19110.36
ACCT200615,CUST101173,Savings,Active,2022-07-31,CAD,20866.67
ACCT200616,CUST101110,Money Market,Active,2022-08-15,USD,16464.24
ACCT200617,CUST100414,Savings,Dormant,2026-01-11,USD,34202.43
ACCT200618,CUST100276,Savings,Active,2022-04-24,GBP,26190.27
ACCT200619,CUST101156,Credit Card,Dormant,2024-01-02,USD,-687.54
ACCT200620,CUST100242,Savings,Active,2021-08-27,USD,47430.08
ACCT200621,CUST100652,Checking,Dormant,2021-08-02,USD,1474.17
ACCT200622,CUST101912,Savings,Active,2022-06-23,USD,22150.22
ACCT200623,CUST100384,Savings,Active,2022-04-25,USD,7597.85
ACCT200624,CUST100546,Credit Card,Active,2022-09-16,USD,-776.04
ACCT200625,CUST100053,Savings,Active,2026-07-20,USD,11545.62
ACCT200626,CUST101238,Savings,Active,2024-06-23,USD,25116.23
ACCT200627,CUST100970,Checking,Active,2022-09-10,USD,19373.01
ACCT200628,CUST100030,Checking,Dormant,2021-12-28,CAD,38226.94
ACCT200629,CUST100415,Checking,Active,2025-09-14,USD,33566.95
ACCT200630,CUST101775,Money Market,Active,2025-10-29,USD,49281.38
ACCT200631,CUST100875,Credit Card,Active,2022-06-03,USD,-224.83
ACCT200632,CUST100640,Savings,Active,2026-02-08,GBP,19018.71
ACCT200633,CUST101313,Savings,Dormant,2025-10-06,USD,26807.97
ACCT200634,CUST101693,Savings,Dormant,2024-01-14,EUR,22580.48
ACCT200635,CUST101505,Checking,Active,2022-05-20,USD,26893.46
ACCT200636,CUST100388,Credit Card,Active,2024-02-18,USD,-74.82
ACCT200637,CUST100944,Checking,Active,2024-11-02,USD,41381.05
ACCT200638,CUST101850,Money Market,Active,2024-07-06,USD,34497.65
ACCT200639,CUST100231,Savings,Active,2025-02-02,USD,36132.34
ACCT200640,CUST100805,Credit Card,Active,2025-02-07,USD,-907.19
ACCT200641,CUST101459,Checking,Dormant,2023-07-25,EUR,29515.77
ACCT200642,CUST101328,Checking,Dormant,2025-05-20,USD,16203.74
ACCT200643,CUST100233,Savings,Active,2021-12-06,USD,6177.21
ACCT200644,CUST101488,Checking,Active,2025-10-01,USD,35363.96
ACCT200645,CUST100779,Money Market,Active,2021-11-13,USD,18933.93
ACCT200646,CUST101766,Checking,Active,2023-10-09,EUR,43565.27
ACCT200647,CUST100859,Checking,Active,2023-07-23,USD,35602.37
ACCT200648,CUST100370,Money Market,Active,2025-08-04,USD,14439.03
ACCT200649,CUST100518,Checking,Active,2023-03-19,USD,31128.02
ACCT200650,CUST101245,Savings,Dormant,2025-06-06,USD,40372.73
ACCT200651,CUST100839,Savings,Active,2024-09-04,USD,23785.6
ACCT200652,CUST100569,Checking,Active,2022-03-29,USD,44108.39
ACCT200653,CUST100303,Credit Card,Active,2023-09-21,USD,-1902.16
ACCT200654,CUST101183,Checking,Active,2023-07-24,USD,1621.6
ACCT200655,CUST100853,Money Market,Closed,2024-09-24,USD,2451.57
ACCT200656,CUST101433,Checking,Active,2023-08-03,USD,33046.23
ACCT200657,CUST101185,Checking,Active,2024-04-13,USD,22766.89
ACCT200658,CUST101838,Credit Card,Active,2024-07-17,USD,-1354.36
ACCT200659,CUST100599,Savings,Active,2023-10-15,USD,27523.55
ACCT200660,CUST100847,Credit Card,Active,2025-03-11,USD,-1341.58
ACCT200661,CUST101494,Savings,Closed,2022-12-16,USD,5465.11
ACCT200662,CUST101238,Checking,Dormant,2022-08-16,CAD,36203.71
ACCT200663,CUST100648,Checking,Active,2022-11-06,USD,30442.23
ACCT200664,CUST101258,Savings,Active,2026-02-08,USD,46355.27
ACCT200665,CUST100368,Savings,Dormant,2024-02-09,USD,24625.22
ACCT200666,CUST100242,Checking,Active,2025-06-13,USD,9677.77
ACCT200667,CUST101637,Checking,Active,2024-12-28,USD,42403.49
ACCT200668,CUST101650,Checking,Active,2024-11-04,USD,17482.5
ACCT200669,CUST101618,Checking,Active,2021-11-08,USD,14081.34
ACCT200670,CUST100233,Savings,Active,2022-01-12,USD,38351.63
ACCT200671,CUST100059,Savings,Active,2025-09-10,USD,30799.67
ACCT200672,CUST100981,Credit Card,Dormant,2024-02-29,USD,-155.44
ACCT200673,CUST101284,Savings,Active,2026-06-18,EUR,24074.78
ACCT200674,CUST101667,Credit Card,Active,2021-07-25,USD,-1075.06
ACCT200675,CUST101484,Credit Card,Active,2026-06-13,USD,-1401.31
ACCT200676,CUST100679,Checking,Active,2022-04-30,EUR,28869.88
ACCT200677,CUST100574,Checking,Active,2022-11-11,USD,48480.66
ACCT200678,CUST100339,Checking,Active,2024-10-15,USD,26713.66
ACCT200679,CUST101539,Savings,Active,2022-06-21,EUR,43229.68
ACCT200680,CUST100177,Savings,Active,2023-06-24,USD,13574.87
ACCT200681,CUST100442,Savings,Active,2024-09-23,USD,47536.34
ACCT200682,CUST100413,Checking,Dormant,2026-04-09,USD,1869.75
ACCT200683,CUST101024,Checking,Active,2022-05-21,USD,24133.16
ACCT200684,CUST100635,Savings,Active,2024-09-08,USD,43693.95
ACCT200685,CUST101921,Credit Card,Active,2022-05-31,CAD,-355.72
ACCT200686,CUST100793,Checking,Active,2024-01-31,USD,1827.63
ACCT200687,CUST101407,Checking,Active,2022-05-17,EUR,46616.87
ACCT200688,CUST100211,Checking,Active,2026-03-07,USD,44459.29
ACCT200689,CUST100639,Checking,Active,2024-09-15,USD,28877.99
ACCT200690,CUST101090,Checking,Active,2024-01-30,USD,14328.37
ACCT200691,CUST100560,Checking,Active,2022-01-13,CAD,7466.04
ACCT200692,CUST101111,Savings,Active,2022-01-16,USD,5118.76
ACCT200693,CUST100580,Checking,Active,2024-03-12,USD,35217.68
ACCT200694,CUST101107,Checking,Active,2025-11-20,USD,44612.16
ACCT200695,CUST100216,Savings,Active,2024-12-19,USD,33774.8
ACCT200696,CUST101825,Checking,Active,2024-05-27,USD,35233.88
ACCT200697,CUST100639,Savings,Active,2025-04-01,USD,30815.77
ACCT200698,CUST100160,Credit Card,Closed,2021-08-14,USD,-381.4
ACCT200699,CUST101664,Savings,Active,2026-04-01,USD,6589.76
ACCT200700,CUST101319,Checking,Active,2023-09-05,USD,15519.58
ACCT200701,CUST101763,Checking,Dormant,2024-11-03,USD,11189.72
ACCT200702,CUST101878,Checking,Active,2026-05-05,USD,9167.65
ACCT200703,CUST100061,Credit Card,Active,2024-09-09,USD,-1093.43
ACCT200704,CUST100578,Savings,Active,2023-11-09,USD,42288.31
ACCT200705,CUST101674,Checking,Active,2023-11-13,USD,5146.61
ACCT200706,CUST100618,Savings,Active,2024-03-22,USD,3546.2
ACCT200707,CUST101122,Savings,Active,2024-10-06,USD,31043.74
ACCT200708,CUST101421,Checking,Active,2026-05-14,USD,10411.91
ACCT200709,CUST101115,Savings,Active,2025-07-10,USD,39366.34
ACCT200710,CUST101457,Savings,Active,2025-06-26,USD,36968.35
ACCT200711,CUST101136,Savings,Active,2024-08-14,USD,23145.42
ACCT200712,CUST101225,Checking,Active,2024-09-08,USD,20289.68
ACCT200713,CUST101012,Credit Card,Active,2025-03-13,USD,-1242.18
ACCT200714,CUST101189,Checking,Dormant,2022-02-12,USD,6945.84
ACCT200715,CUST100305,Checking,Active,2022-12-01,USD,7336.27
ACCT200716,CUST100421,Savings,Active,2023-08-24,USD,22357.99
ACCT200717,CUST100623,Savings,Dormant,2024-01-13,GBP,45660.21
ACCT200718,CUST100182,Savings,Active,2021-09-12,USD,45755.9
ACCT200719,CUST101745,Savings,Active,2021-12-09,USD,42381.84
ACCT200720,CUST101440,Savings,Active,2022-04-01,CAD,2656.37
ACCT200721,CUST100063,Checking,Active,2024-05-04,USD,14110.46
ACCT200722,CUST100783,Checking,Active,2022-09-08,USD,15906.37
ACCT200723,CUST100284,Checking,Active,2023-01-27,USD,8670.51
ACCT200724,CUST100315,Money Market,Active,2021-10-10,EUR,41998.13
ACCT200725,CUST101327,Checking,Active,2024-01-19,USD,580.14
ACCT200726,CUST100278,Savings,Active,2021-10-07,USD,21836.76
ACCT200727,CUST101615,Savings,Active,2022-04-25,GBP,22801.43
ACCT200728,CUST100868,Savings,Active,2024-08-04,USD,22719.72
ACCT200729,CUST101238,Checking,Active,2021-10-08,USD,9289.55
ACCT200730,CUST100551,Savings,Active,2025-08-28,USD,35606.5
ACCT200731,CUST101163,Checking,Active,2025-03-19,USD,48911.67
ACCT200732,CUST100163,Savings,Active,2022-12-15,USD,48086.89
ACCT200733,CUST101595,Money Market,Active,2023-11-07,USD,49183.42
ACCT200734,CUST100502,Savings,Active,2023-01-02,USD,30503.53
ACCT200735,CUST101297,Money Market,Active,2021-10-01,USD,3904.1
ACCT200736,CUST101095,Savings,Active,2022-05-22,USD,45179.26
ACCT200737,CUST101502,Savings,Active,2022-10-23,USD,23461.62
ACCT200738,CUST100343,Money Market,Active,2022-06-25,GBP,14730.9
ACCT200739,CUST101154,Savings,Active,2025-06-16,USD,36348.59
ACCT200740,CUST101344,Savings,Closed,2022-09-18,USD,28643.0
ACCT200741,CUST100168,Savings,Active,2023-02-17,USD,14340.78
ACCT200742,CUST101261,Credit Card,Active,2021-11-28,EUR,-1495.9
ACCT200743,CUST100357,Checking,Dormant,2024-02-09,USD,5577.47
ACCT200744,CUST100359,Savings,Active,2023-06-12,USD,18488.34
ACCT200745,CUST101765,Savings,Active,2023-09-23,CAD,39968.6
ACCT200746,CUST101682,Money Market,Active,2023-01-12,USD,29777.2
ACCT200747,CUST100487,Money Market,Active,2023-02-23,USD,38518.39
ACCT200748,CUST101724,Checking,Active,2021-10-04,USD,28887.87
ACCT200749,CUST100343,Credit Card,Active,2025-12-15,USD,-1768.01
ACCT200750,CUST101889,Savings,Active,2022-09-20,USD,47412.59
ACCT200751,CUST100297,Savings,Active,2024-01-30,USD,23729.48
ACCT200752,CUST100782,Checking,Active,2022-04-09,CAD,39865.45
ACCT200753,CUST101879,Savings,Active,2026-03-18,USD,2050.88
ACCT200754,CUST101335,Credit Card,Dormant,2024-08-10,USD,-779.03
ACCT200755,CUST101340,Checking,Active,2025-06-29,USD,4913.84
ACCT200756,CUST101376,Savings,Active,2025-06-05,USD,12089.85
ACCT200757,CUST100368,Checking,Active,2025-11-27,USD,34513.92
ACCT200758,CUST100842,Checking,Active,2025-08-03,USD,3397.6
ACCT200759,CUST100580,Savings,Active,2023-05-07,USD,10970.82
ACCT200760,CUST101216,Savings,Active,2024-01-04,USD,2844.1
ACCT200761,CUST101450,Money Market,Closed,2022-06-28,USD,31904.14
ACCT200762,CUST101564,Savings,Dormant,2023-08-03,USD,18797.92
ACCT200763,CUST101424,Money Market,Active,2025-05-06,USD,44800.08
ACCT200764,CUST100928,Savings,Dormant,2022-10-27,USD,3785.71
ACCT200765,CUST101576,Savings,Active,2023-04-27,USD,45169.57
ACCT200766,CUST100127,Credit Card,Active,2021-11-20,USD,-1445.43
ACCT200767,CUST100542,Checking,Active,2025-06-09,USD,47780.28
ACCT200768,CUST100804,Money Market,Active,2023-06-22,USD,10033.46
ACCT200769,CUST100447,Checking,Active,2024-03-26,USD,38435.37
ACCT200770,CUST100071,Savings,Active,2025-09-29,USD,12949.81
ACCT200771,CUST101836,Checking,Active,2022-05-26,USD,22294.1
ACCT200772,CUST100799,Checking,Active,2023-05-10,USD,1891.78
ACCT200773,CUST101055,Money Market,Active,2024-11-14,USD,28732.01
ACCT200774,CUST101490,Savings,Active,2022-02-19,USD,20195.64
ACCT200775,CUST101954,Savings,Active,2025-10-24,USD,165.37
ACCT200776,CUST100735,Checking,Active,2025-05-02,USD,26765.2
ACCT200777,CUST101325,Checking,Active,2025-07-08,USD,49850.79
ACCT200778,CUST100941,Money Market,Active,2023-09-18,USD,4022.84
ACCT200779,CUST101981,Checking,Active,2026-06-20,USD,27723.77
