transaction_id,account_id,transaction_date,transaction_type,amount,currency_code,running_balance,channel
TXN000000687,ACCT201953,2025-01-20,Transfer,1096.54,USD,28780.97,Mobile
TXN000000688,ACCT202631,2026-07-21,Transfer,2614.31,USD,42906.68,Online
TXN000000689,ACCT201020,2024-08-08,Deposit,4836.85,USD,49885.32,Mobile
TXN000000690,ACCT201824,2026-07-16,Deposit,3457.9,USD,5757.18,Online
TXN000000691,ACCT200177,2025-10-24,Withdrawal,1510.29,USD,42581.28,Online
TXN000000692,ACCT201175,2025-08-23,Transfer,3922.92,USD,18527.2,Online
TXN000000693,ACCT202398,2026-05-23,Deposit,3889.84,USD,1864.62,Branch
TXN000000694,ACCT201236,2026-06-08,Deposit,2167.02,USD,15219.33,Mobile
TXN000000695,ACCT200607,2025-02-03,Transfer,1121.11,USD,2730.38,Branch
TXN000000696,ACCT201457,2026-02-09,Deposit,3895.03,USD,10202.01,Mobile
TXN000000697,ACCT201365,2025-03-26,Payment,4322.27,CAD,26438.25,ATM
TXN000000698,ACCT200779,2025-04-27,Withdrawal,1690.22,USD,33877.04,Online
TXN000000699,ACCT200009,2024-11-19,Withdrawal,2154.07,USD,40308.22,Mobile
TXN000000700,ACCT202496,2026-01-26,Deposit,348.58,GBP,35290.81,ATM
TXN000000701,ACCT200774,2026-07-03,Deposit,1639.64,USD,19394.31,Branch
TXN000000702,ACCT200912,2024-11-02,Payment,2755.9,USD,2402.9,Online
TXN000000703,ACCT200751,2026-04-21,Deposit,2039.94,USD,46639.41,Mobile
TXN000000704,ACCT200137,2025-05-07,Payment,978.54,USD,22875.96,Online
TXN000000705,ACCT201665,2025-03-29,Deposit,543.37,USD,15062.89,ATM
TXN000000706,ACCT202373,2025-03-03,Withdrawal,3708.55,USD,33739.86,ATM
TXN000000707,ACCT202212,2026-05-24,Payment,168.18,USD,39573.49,Mobile
TXN000000708,ACCT202667,2025-11-15,Withdrawal,3540.69,USD,7043.41,Mobile
TXN000000709,ACCT201562,2026-01-20,Transfer,4796.52,USD,7649.53,Mobile
TXN000000710,ACCT200367,2025-02-04,Transfer,4861.53,USD,21907.71,Online
TXN000000711,ACCT201907,2026-04-10,Deposit,4967.77,USD,15104.9,Mobile
TXN000000712,ACCT200239,2024-10-26,Deposit,2685.12,USD,39568.75,Online
TXN000000713,ACCT200192,2024-11-29,Deposit,4076.26,USD,30475.1,Online
TXN000000714,ACCT201600,2025-08-20,Withdrawal,2245.04,USD,16838.7,Mobile
TXN000000715,ACCT200653,2025-04-11,Deposit,671.72,USD,49700.81,ATM
TXN000000716,ACCT200957,2026-05-25,Deposit,86.13,USD,16509.45,ATM
TXN000000717,ACCT200441,2026-07-07,Deposit,4389.68,USD,11486.09,Online
TXN000000718,ACCT201038,2024-09-14,Withdrawal,2207.66,USD,36703.16,Branch
TXN000000719,ACCT201752,2025-02-07,Transfer,1829.17,USD,40789.25,Online
TXN000000720,ACCT201748,2024-09-29,Deposit,2394.55,EUR,30498.06,Mobile
TXN000000721,ACCT201291,2026-06-14,Deposit,3743.22,EUR,8678.04,ATM
TXN000000722,ACCT200862,2025-01-19,Deposit,4708.1,GBP,8652.08,Online
TXN000000723,ACCT202382,2026-02-25,Withdrawal,1295.28,USD,24381.81,Online
TXN000000724,ACCT200887,2025-05-21,Deposit,4589.91,USD,39620.19,Branch
TXN000000725,ACCT202212,2026-02-12,Deposit,345.17,USD,48610.27,ATM
TXN000000726,ACCT200067,2024-12-25,Deposit,3589.91,USD,47880.59,ATM
TXN000000727,ACCT200542,2024-11-12,Deposit,4405.99,USD,2924.48,Mobile
TXN000000728,ACCT201694,2025-04-19,Payment,1298.42,USD,44154.89,Online
TXN000000729,ACCT200416,2026-06-05,Payment,2384.05,USD,31803.12,Online
TXN000000730,ACCT201066,2025-03-22,Withdrawal,3113.38,USD,41620.23,Mobile
TXN000000731,ACCT200749,2025-09-04,Payment,254.98,USD,17988.04,ATM
TXN000000732,ACCT202198,2026-03-14,Payment,2206.33,USD,39430.99,Online
TXN000000733,ACCT200607,2025-06-20,Withdrawal,4361.69,USD,3204.45,Online
TXN000000734,ACCT202452,2026-05-17,Deposit,4779.15,USD,39097.06,Online
TXN000000735,ACCT201614,2024-10-13,Transfer,1412.33,USD,12736.12,ATM
TXN000000736,ACCT200603,2025-01-19,Payment,2429.91,USD,31360.05,Online
TXN000000737,ACCT200312,2024-12-31,Transfer,503.15,USD,4226.82,Mobile
TXN000000738,ACCT200488,2026-02-11,Withdrawal,4830.22,USD,2098.18,ATM
TXN000000739,ACCT202264,2024-12-15,Withdrawal,4591.47,EUR,30709.54,ATM
TXN000000740,ACCT200302,2026-07-11,Withdrawal,252.17,USD,41218.96,Online
TXN000000741,ACCT200147,2025-12-09,Transfer,4663.0,USD,29913.21,Online
TXN000000742,ACCT202407,2025-01-02,Payment,3088.17,USD,34722.25,Online
TXN000000743,ACCT201303,2024-07-29,Transfer,4487.51,USD,5469.6,Branch
TXN000000744,ACCT200718,2025-04-17,Deposit,2463.69,USD,19390.52,Online
TXN000000745,ACCT200902,2025-06-18,Withdrawal,913.03,USD,1073.2,Mobile
TXN000000746,ACCT200612,2024-10-06,Deposit,1881.52,GBP,18844.21,Online
TXN000000747,ACCT201067,2026-04-08,Withdrawal,3232.01,USD,42499.87,Online
TXN000000748,ACCT200799,2026-06-16,Transfer,12.53,USD,26978.92,Online
TXN000000749,ACCT201187,2025-11-21,Deposit,2216.88,USD,45242.18,Branch
TXN000000750,ACCT202057,2026-06-20,Payment,2497.98,USD,29961.02,Mobile
TXN000000751,ACCT200048,2025-01-13,Deposit,108.94,USD,8310.51,Mobile
TXN000000752,ACCT202514,2024-10-12,Transfer,3830.95,CAD,34217.74,Branch
TXN000000753,ACCT201282,2024-09-19,Deposit,3410.95,USD,24841.76,ATM
TXN000000754,ACCT200744,2024-10-25,Withdrawal,3175.13,USD,10460.15,Mobile
TXN000000755,ACCT202448,2025-12-24,Transfer,2073.5,USD,13400.37,Online
TXN000000756,ACCT202039,2025-12-12,Withdrawal,3974.98,USD,8000.9,Online
TXN000000757,ACCT200629,2026-01-15,Deposit,407.36,USD,19968.37,ATM
TXN000000758,ACCT200580,2025-01-26,Payment,673.44,USD,32705.99,ATM
TXN000000759,ACCT200645,2025-08-07,Deposit,1432.76,USD,3566.79,Mobile
TXN000000760,ACCT201681,2024-11-06,Deposit,762.42,USD,15887.31,Mobile
TXN000000761,ACCT202382,2024-12-28,Withdrawal,2182.28,USD,23163.62,Mobile
TXN000000762,ACCT200631,2026-01-12,Transfer,865.94,USD,31121.15,Online
TXN000000763,ACCT200736,2026-05-26,Deposit,1888.03,USD,16761.22,Online
TXN000000764,ACCT202106,2026-04-27,Deposit,3345.77,USD,16982.12,Online
TXN000000765,ACCT200438,2025-06-12,Deposit,2693.86,USD,42566.66,Branch
TXN000000766,ACCT202350,2025-07-20,Withdrawal,4255.7,USD,35218.62,Online
TXN000000767,ACCT202631,2026-01-28,Deposit,4253.27,USD,4718.06,Mobile
TXN000000768,ACCT200312,2026-01-06,Withdrawal,1483.88,USD,33137.31,Mobile
TXN000000769,ACCT201525,2025-11-14,Withdrawal,4349.3,USD,27171.99,ATM
TXN000000770,ACCT201644,2024-09-01,Deposit,47.14,USD,38178.8,Branch
TXN000000771,ACCT201338,2025-08-22,Deposit,2688.48,USD,19473.17,Mobile
TXN000000772,ACCT200547,2024-12-08,Payment,3370.23,USD,2129.01,Online
TXN000000773,ACCT202334,2026-02-17,Payment,4578.25,GBP,24891.4,ATM
TXN000000774,ACCT201967,2024-10-25,Deposit,1571.82,GBP,16364.61,Mobile
TXN000000775,ACCT201588,2025-01-01,Transfer,1412.44,USD,43510.81,Mobile
TXN000000776,ACCT200486,2026-02-16,Withdrawal,3622.48,USD,10885.58,ATM
TXN000000777,ACCT200457,2026-05-26,Transfer,3575.72,USD,21805.94,Branch
TXN000000778,ACCT200307,2025-05-04,Deposit,90.45,USD,34508.85,Branch
TXN000000779,ACCT200668,2026-02-04,Transfer,2661.83,USD,39791.88,Branch
TXN000000780,ACCT201989,2025-11-23,Payment,4585.6,USD,28417.6,Mobile
TXN000000781,ACCT200458,2024-12-04,Deposit,4314.19,USD,22325.68,Mobile
TXN000000782,ACCT201664,2026-02-15,Withdrawal,2972.34,EUR,30648.31,ATM
TXN000000783,ACCT202157,2026-07-08,Deposit,808.61,USD,34915.45,Branch
TXN000000784,ACCT202250,2024-11-15,Deposit,1100.6,USD,21599.55,Online
TXN000000785,ACCT200688,2024-09-18,Transfer,316.63,USD,17391.78,Online
TXN000000786,ACCT200660,2026-04-13,Withdrawal,970.99,USD,19801.48,Mobile
TXN000000787,ACCT200015,2024-10-20,Withdrawal,236.83,USD,40480.66,Online
TXN000000788,ACCT202168,2024-09-18,Payment,2751.42,USD,95.55,Online
TXN000000789,ACCT200662,2024-10-09,Payment,4213.04,CAD,30797.22,ATM
TXN000000790,ACCT202312,2025-08-26,Transfer,316.93,USD,22555.09,ATM
TXN000000791,ACCT201770,2025-10-19,Deposit,2289.66,USD,21807.39,Online
TXN000000792,ACCT200930,2024-08-13,Deposit,2781.27,USD,44476.77,Mobile
TXN000000793,ACCT202054,2025-10-08,Transfer,1929.9,USD,39480.19,Mobile
TXN000000794,ACCT200878,2025-09-20,Payment,2040.51,USD,37349.19,ATM
TXN000000795,ACCT202600,2025-01-04,Deposit,3157.37,EUR,27116.55,Mobile
TXN000000796,ACCT201648,2025-12-17,Deposit,2277.1,GBP,12391.61,ATM
TXN000000797,ACCT200445,2026-02-08,Deposit,376.56,USD,7752.63,ATM
TXN000000798,ACCT200642,2024-08-27,Deposit,1131.92,USD,30438.69,Branch
TXN000000799,ACCT202214,2025-08-19,Payment,3656.79,USD,11190.29,Mobile
TXN000000800,ACCT201888,2025-07-30,Transfer,3642.97,USD,3165.03,Online
TXN000000801,ACCT200081,2025-10-18,Withdrawal,4478.79,USD,24650.42,Branch
TXN000000802,ACCT200177,2025-10-06,Withdrawal,3147.6,USD,18511.7,ATM
TXN000000803,ACCT200025,2025-01-02,Transfer,4671.99,USD,26132.33,Mobile
TXN000000804,ACCT201091,2026-06-08,Deposit,379.93,EUR,6371.78,ATM
TXN000000805,ACCT201678,2025-01-07,Deposit,4591.51,USD,34739.68,Online
TXN000000806,ACCT202430,2024-12-28,Withdrawal,4266.88,USD,32162.58,ATM
TXN000000807,ACCT201224,2024-08-26,Withdrawal,2489.91,USD,36721.21,Branch
TXN000000808,ACCT200617,2025-10-30,Transfer,1887.47,USD,34796.56,Mobile
TXN000000809,ACCT202186,2025-12-09,Withdrawal,858.22,USD,43493.88,ATM
TXN000000810,ACCT200385,2026-04-21,Deposit,2243.85,USD,15402.39,ATM
TXN000000811,ACCT202316,2024-09-08,Payment,816.73,USD,16307.51,ATM
TXN000000812,ACCT202749,2024-12-14,Withdrawal,3184.13,USD,38199.81,Mobile
TXN000000813,ACCT200559,2025-08-26,Withdrawal,3041.11,USD,22252.59,ATM
TXN000000814,ACCT200584,2026-04-07,Transfer,2062.97,USD,29513.28,Mobile
TXN000000815,ACCT200257,2025-12-07,Transfer,2872.6,USD,19817.86,Branch
TXN000000816,ACCT200015,2025-11-02,Withdrawal,2978.47,USD,15349.68,ATM
TXN000000817,ACCT201044,2024-09-23,Withdrawal,3429.49,USD,42530.41,Online
TXN000000818,ACCT201129,2025-11-22,Deposit,2547.75,USD,40136.39,Mobile
TXN000000819,ACCT201238,2025-12-03,Deposit,2312.91,USD,14448.76,Online
TXN000000820,ACCT202580,2025-11-04,Withdrawal,1996.35,EUR,29076.25,Mobile
TXN000000821,ACCT200437,2025-09-30,Payment,1468.37,USD,29213.99,Branch
TXN000000822,ACCT201187,2026-04-12,Withdrawal,3962.71,USD,8333.26,ATM
TXN000000823,ACCT201615,2025-06-14,Payment,1636.7,USD,8545.07,Mobile
TXN000000824,ACCT200128,2026-04-20,Deposit,702.01,USD,22934.05,Online
TXN000000825,ACCT201187,2026-07-12,Withdrawal,4509.15,USD,903.91,ATM
TXN000000826,ACCT201108,2024-08-06,Withdrawal,1267.05,USD,26004.17,Mobile
TXN000000827,ACCT200002,2024-11-23,Withdrawal,2700.42,USD,27777.23,Mobile
TXN000000828,ACCT200168,2024-08-03,Withdrawal,1529.08,CAD,40740.18,ATM
TXN000000829,ACCT202534,2026-05-18,Withdrawal,2371.27,USD,41670.38,Mobile
TXN000000830,ACCT200434,2026-03-01,Withdrawal,2082.89,USD,43274.69,Branch
TXN000000831,ACCT201831,2026-04-21,Transfer,4576.42,USD,2362.16,Online
TXN000000832,ACCT202783,2026-06-22,Withdrawal,1954.93,USD,33941.26,Branch
TXN000000833,ACCT202443,2025-08-21,Withdrawal,1020.51,USD,45558.02,Mobile
TXN000000834,ACCT201586,2024-11-17,Deposit,2792.0,USD,38362.71,Online
TXN000000835,ACCT201795,2025-09-30,Payment,3326.51,USD,44860.13,Online
TXN000000836,ACCT201838,2025-10-01,Withdrawal,2515.75,USD,23992.62,Mobile
TXN000000837,ACCT200079,2025-06-02,Transfer,2656.44,USD,8099.77,Mobile
TXN000000838,ACCT200143,2025-12-13,Deposit,3156.96,USD,10202.25,Online
TXN000000839,ACCT200503,2026-07-05,Deposit,1360.56,USD,14781.32,Mobile
TXN000000840,ACCT201032,2025-12-18,Deposit,2978.55,USD,2163.29,Online
TXN000000841,ACCT202724,2026-02-09,Withdrawal,2112.59,USD,45119.34,Online
TXN000000842,ACCT201532,2025-08-18,Deposit,4700.29,USD,18891.49,Mobile
TXN000000843,ACCT200516,2025-11-26,Deposit,4551.26,USD,30564.09,Online
TXN000000844,ACCT201956,2024-10-20,Deposit,4662.53,USD,38405.92,Online
TXN000000845,ACCT200740,2025-09-17,Deposit,44.53,USD,11795.59,Mobile
TXN000000846,ACCT202652,2024-10-21,Transfer,2200.69,GBP,1469.98,Online
TXN000000847,ACCT201967,2025-02-12,Payment,1521.35,GBP,14428.69,Mobile
TXN000000848,ACCT201525,2025-01-20,Withdrawal,3005.91,USD,16312.88,Branch
TXN000000849,ACCT200949,2024-12-26,Withdrawal,1566.14,USD,24454.95,Branch
TXN000000850,ACCT200561,2026-03-06,Deposit,3644.63,USD,10908.07,Online
TXN000000851,ACCT202440,2025-03-24,Deposit,3706.41,USD,19719.32,ATM
TXN000000852,ACCT200374,2026-07-07,Payment,344.61,USD,35856.56,Online
TXN000000853,ACCT202621,2025-12-03,Deposit,4849.7,USD,24732.67,Online
TXN000000854,ACCT201108,2026-04-09,Withdrawal,2730.16,USD,12319.04,Online
TXN000000855,ACCT201314,2026-06-25,Transfer,1609.54,GBP,16236.2,Online
TXN000000856,ACCT202738,2025-08-28,Withdrawal,3407.93,USD,17313.77,Mobile
TXN000000857,ACCT201280,2025-06-13,Deposit,582.7,USD,25117.85,Online
TXN000000858,ACCT202518,2024-12-07,Deposit,337.47,USD,16799.41,Branch
TXN000000859,ACCT202608,2025-09-15,Deposit,1546.03,USD,4637.31,Online
TXN000000860,ACCT201258,2025-01-29,Deposit,1155.45,EUR,18306.07,Online
TXN000000861,ACCT200578,2026-06-06,Deposit,4369.86,USD,36590.01,Mobile
TXN000000862,ACCT201211,2025-05-03,Deposit,3948.41,USD,23062.2,Online
TXN000000863,ACCT201229,2025-08-17,Transfer,4900.01,CAD,22973.12,Online
TXN000000864,ACCT202470,2026-01-29,Deposit,1670.18,USD,24416.52,ATM
TXN000000865,ACCT200910,2025-09-29,Deposit,2651.61,USD,21064.26,Mobile
TXN000000866,ACCT200281,2024-07-27,Transfer,1202.03,USD,32215.49,Mobile
TXN000000867,ACCT200746,2025-04-28,Withdrawal,191.99,USD,23721.71,ATM
TXN000000868,ACCT200717,2025-09-15,Payment,2786.3,GBP,17631.32,Online
TXN000000869,ACCT202225,2025-09-01,Withdrawal,53.17,CAD,41360.5,Online
TXN000000870,ACCT201294,2026-03-13,Transfer,1570.74,GBP,6111.36,ATM
TXN000000871,ACCT201673,2025-07-07,Withdrawal,3306.16,USD,46329.11,Mobile
TXN000000872,ACCT201976,2025-08-02,Payment,3922.32,USD,2500.13,ATM
TXN000000873,ACCT200439,2025-12-14,Withdrawal,3429.37,USD,9399.58,Online
TXN000000874,ACCT201562,2026-04-19,Withdrawal,3677.43,USD,22134.65,Online
TXN000000875,ACCT200665,2025-10-24,Withdrawal,1990.47,USD,46607.12,Mobile
TXN000000876,ACCT200919,2025-06-24,Deposit,1983.29,CAD,29383.04,ATM
TXN000000877,ACCT201540,2025-08-13,Transfer,2152.91,USD,48583.44,Online
TXN000000878,ACCT202496,2024-08-18,Withdrawal,2931.26,GBP,1449.66,Branch
TXN000000879,ACCT200197,2025-07-11,Withdrawal,2772.75,USD,23984.53,ATM
TXN000000880,ACCT202176,2025-06-02,Payment,4164.14,USD,34187.91,Online
TXN000000881,ACCT200389,2025-09-26,Transfer,2703.81,USD,20479.94,ATM
TXN000000882,ACCT201177,2025-08-09,Deposit,1477.57,USD,13846.77,Mobile
TXN000000883,ACCT202116,2025-10-05,Deposit,3756.66,USD,45047.2,ATM
TXN000000884,ACCT201875,2024-08-29,Withdrawal,2193.01,USD,28052.0,Mobile
TXN000000885,ACCT202008,2024-12-06,Withdrawal,3551.34,EUR,17426.47,ATM
TXN000000886,ACCT202123,2025-02-23,Transfer,4213.72,USD,2567.11,Branch
TXN000000887,ACCT201806,2025-02-26,Transfer,2316.49,USD,26940.66,ATM
TXN000000888,ACCT202713,2025-06-11,Payment,4193.77,USD,41000.08,Online
TXN000000889,ACCT202213,2025-02-08,Deposit,3044.14,USD,42993.95,Mobile
TXN000000890,ACCT201892,2025-02-18,Deposit,1644.19,USD,29029.97,Online
TXN000000891,ACCT201075,2024-11-21,Payment,4055.37,EUR,39495.38,Mobile
TXN000000892,ACCT200844,2026-07-11,Withdrawal,3803.94,USD,7993.8,Mobile
TXN000000893,ACCT202143,2024-12-23,Deposit,915.21,USD,10881.89,Branch
TXN000000894,ACCT202163,2025-12-12,Withdrawal,3761.17,EUR,42446.06,Branch
TXN000000895,ACCT200335,2025-04-14,Withdrawal,3050.72,USD,49292.0,Mobile
TXN000000896,ACCT200326,2026-07-17,Deposit,4582.6,USD,28821.89,Mobile
TXN000000897,ACCT200092,2025-10-10,Transfer,3087.89,USD,45845.99,Mobile
TXN000000898,ACCT202346,2025-09-05,Transfer,838.79,USD,5268.31,Online
TXN000000899,ACCT200192,2026-02-02,Withdrawal,743.3,USD,43072.15,Mobile
TXN000000900,ACCT202396,2025-11-25,Deposit,4116.45,USD,18683.44,ATM
TXN000000901,ACCT202691,2026-02-01,Withdrawal,2525.44,USD,37542.9,Mobile
TXN000000902,ACCT201903,2025-05-13,Payment,64.38,USD,41806.73,Online
TXN000000903,ACCT200518,2025-02-17,Transfer,104.78,USD,37220.66,Branch
TXN000000904,ACCT200987,2025-08-24,Transfer,403.7,USD,12430.99,Mobile
TXN000000905,ACCT200514,2025-02-18,Payment,4923.87,USD,15368.69,ATM
TXN000000906,ACCT201290,2024-08-11,Withdrawal,1220.53,USD,21329.6,ATM
TXN000000907,ACCT202175,2026-01-08,Withdrawal,2677.38,CAD,5053.22,ATM
TXN000000908,ACCT200503,2026-02-04,Deposit,1642.06,USD,43965.98,Online
TXN000000909,ACCT201888,2026-03-19,Deposit,353.05,USD,17162.55,ATM
TXN000000910,ACCT202174,2025-10-17,Withdrawal,1898.68,USD,20102.85,Mobile
TXN000000911,ACCT200323,2024-12-12,Deposit,1746.65,EUR,36031.22,Online
TXN000000912,ACCT201004,2026-01-05,Deposit,1213.76,USD,30934.1,Mobile
TXN000000913,ACCT202566,2026-03-13,Withdrawal,1612.18,USD,43690.76,Mobile
TXN000000914,ACCT201762,2025-07-22,Deposit,3166.18,USD,14594.94,ATM
TXN000000915,ACCT200352,2024-08-12,Transfer,4304.57,USD,41020.57,Online
TXN000000916,ACCT201996,2026-06-05,Withdrawal,1788.56,USD,39492.7,Branch
TXN000000917,ACCT201555,2024-11-10,Deposit,1967.47,EUR,33942.13,Branch
TXN000000918,ACCT200548,2025-10-12,Payment,4555.51,USD,23576.84,Online
TXN000000919,ACCT200115,2024-08-21,Payment,2725.79,EUR,21091.21,Mobile
TXN000000920,ACCT201549,2026-04-09,Withdrawal,1718.86,USD,12468.7,Online
TXN000000921,ACCT200336,2025-08-01,Withdrawal,1278.16,USD,3434.4,Mobile
TXN000000922,ACCT201688,2026-06-25,Deposit,4467.04,USD,31172.59,ATM
TXN000000923,ACCT201324,2025-05-06,Transfer,1027.66,USD,26770.66,Mobile
TXN000000924,ACCT201227,2025-02-04,Withdrawal,1331.68,USD,48765.64,Mobile
TXN000000925,ACCT200153,2024-11-10,Deposit,2803.28,USD,61.12,Online
TXN000000926,ACCT200876,2026-03-31,Deposit,717.84,USD,20984.92,Online
TXN000000927,ACCT202085,2026-04-25,Payment,1320.17,GBP,12958.15,Online
TXN000000928,ACCT200475,2026-07-12,Withdrawal,2897.16,USD,29598.88,Mobile
TXN000000929,ACCT200088,2024-11-16,Withdrawal,2877.79,USD,2245.18,Online
TXN000000930,ACCT201065,2026-07-10,Transfer,4303.52,USD,32963.78,ATM
TXN000000931,ACCT200014,2026-06-17,Withdrawal,869.8,EUR,26829.05,Mobile
TXN000000932,ACCT202513,2025-11-30,Withdrawal,3827.48,USD,43558.44,Mobile
TXN000000933,ACCT201436,2025-02-10,Deposit,3536.02,EUR,41557.91,Mobile
TXN000000934,ACCT202202,2025-09-24,Transfer,2271.1,USD,42292.92,Branch
TXN000000935,ACCT201089,2025-10-16,Payment,111.26,USD,48391.76,Mobile
TXN000000936,ACCT202293,2025-09-23,Payment,3945.24,USD,37877.95,Mobile
TXN000000937,ACCT201109,2024-08-18,Transfer,3829.5,USD,1755.74,Online
TXN000000938,ACCT200853,2024-09-29,Withdrawal,3801.23,USD,45057.29,ATM
TXN000000939,ACCT200841,2025-03-11,Withdrawal,2218.72,USD,37370.64,Mobile
TXN000000940,ACCT200911,2025-07-16,Transfer,1076.17,USD,14198.23,Online
TXN000000941,ACCT200057,2025-05-17,Payment,475.99,USD,35873.01,ATM
TXN000000942,ACCT202550,2025-09-14,Payment,4710.69,USD,17455.33,ATM
TXN000000943,ACCT202608,2025-10-11,Payment,4846.78,USD,9314.49,Branch
TXN000000944,ACCT200545,2025-09-21,Withdrawal,3938.68,USD,48494.42,Mobile
TXN000000945,ACCT200277,2026-03-15,Transfer,856.08,USD,43494.54,Mobile
TXN000000946,ACCT202503,2026-05-12,Deposit,3263.6,USD,22510.51,Branch
TXN000000947,ACCT201099,2026-04-14,Transfer,336.09,USD,2829.86,ATM
TXN000000948,ACCT202423,2024-12-28,Payment,1364.2,USD,28251.31,Online
TXN000000949,ACCT201520,2026-04-22,Payment,1204.79,USD,27541.92,Branch
TXN000000950,ACCT202545,2025-05-28,Withdrawal,3082.55,GBP,4939.53,ATM
TXN000000951,ACCT200591,2024-12-15,Deposit,1388.85,USD,47605.9,Branch
TXN000000952,ACCT202285,2025-12-05,Withdrawal,3723.32,EUR,49148.18,Mobile
TXN000000953,ACCT202352,2025-12-25,Withdrawal,920.74,USD,18659.72,Mobile
TXN000000954,ACCT201222,2025-11-04,Transfer,931.68,USD,699.44,Mobile
TXN000000955,ACCT202644,2026-02-26,Transfer,866.09,USD,4983.94,ATM
TXN000000956,ACCT202547,2024-10-12,Deposit,966.13,USD,19128.6,Online
TXN000000957,ACCT201562,2025-04-07,Deposit,2377.08,USD,7465.46,Online
TXN000000958,ACCT202673,2026-06-16,Deposit,4671.58,USD,7572.32,Branch
TXN000000959,ACCT202435,2025-11-16,Withdrawal,3963.15,USD,19546.19,Mobile
TXN000000960,ACCT200555,2025-05-21,Deposit,1805.15,USD,20463.51,ATM
TXN000000961,ACCT200127,2025-04-24,Deposit,2326.91,USD,30245.76,Branch
TXN000000962,ACCT200392,2026-03-06,Withdrawal,687.12,USD,47765.75,ATM
TXN000000963,ACCT200050,2025-08-20,Deposit,2309.67,USD,30766.8,Branch
TXN000000964,ACCT200141,2025-05-08,Transfer,862.47,GBP,4676.21,Online
TXN000000965,ACCT201559,2025-06-09,Withdrawal,3717.51,USD,23630.7,Branch
TXN000000966,ACCT201596,2025-12-28,Withdrawal,932.26,CAD,1247.59,Mobile
TXN000000967,ACCT201295,2025-09-01,Payment,3551.18,USD,13966.39,Online
TXN000000968,ACCT200458,2026-01-31,Payment,559.24,USD,8359.19,Mobile
TXN000000969,ACCT200280,2024-10-11,Withdrawal,36.41,USD,12841.77,Online
TXN000000970,ACCT200220,2025-02-18,Payment,727.78,USD,11279.14,Online
TXN000000971,ACCT200539,2024-08-31,Deposit,725.4,GBP,32397.29,Branch
TXN000000972,ACCT201402,2026-03-19,Deposit,4557.29,USD,13493.91,Branch
TXN000000973,ACCT202721,2025-01-28,Transfer,2918.79,USD,15254.55,Mobile
TXN000000974,ACCT201943,2026-04-30,Payment,1882.26,GBP,1130.2,ATM
TXN000000975,ACCT201723,2025-02-16,Transfer,1768.85,USD,4718.67,Mobile
TXN000000976,ACCT201926,2025-09-12,Withdrawal,3259.47,USD,30133.89,Online
TXN000000977,ACCT202282,2026-05-12,Deposit,4853.52,USD,6696.83,Mobile
TXN000000978,ACCT201470,2025-02-01,Withdrawal,1757.02,USD,19113.25,Branch
TXN000000979,ACCT200435,2026-06-10,Withdrawal,556.65,USD,47754.13,ATM
TXN000000980,ACCT200372,2025-04-11,Deposit,2152.19,USD,44042.11,Mobile
TXN000000981,ACCT201169,2025-02-21,Transfer,4012.66,USD,44244.81,Online
TXN000000982,ACCT202277,2025-03-29,Withdrawal,4394.65,USD,49033.24,ATM
TXN000000983,ACCT200519,2025-01-24,Deposit,1899.95,USD,2939.37,Branch
TXN000000984,ACCT202152,2025-06-13,Deposit,2283.65,USD,1181.78,Mobile
TXN000000985,ACCT201795,2025-07-09,Payment,2789.66,USD,4428.54,ATM
TXN000000986,ACCT202342,2025-10-04,Deposit,1461.42,USD,42318.54,Branch
TXN000000987,ACCT201790,2026-04-16,Withdrawal,256.51,USD,28564.03,Mobile
TXN000000988,ACCT202167,2026-06-07,Payment,3843.83,USD,47119.38,Online
TXN000000989,ACCT202490,2026-05-06,Payment,3128.51,USD,41680.29,Mobile
TXN000000990,ACCT200943,2024-12-14,Deposit,1348.73,USD,21852.31,Online
TXN000000991,ACCT200160,2025-12-09,Withdrawal,590.76,USD,28704.21,ATM
TXN000000992,ACCT201304,2026-02-27,Deposit,941.52,EUR,35720.79,Branch
TXN000000993,ACCT200270,2024-12-01,Payment,1000.51,USD,36342.64,ATM
TXN000000994,ACCT200607,2026-06-25,Payment,1799.6,USD,16442.67,Mobile
TXN000000995,ACCT200892,2025-06-09,Deposit,108.0,USD,27427.19,Online
TXN000000996,ACCT201194,2024-12-15,Transfer,4970.35,USD,22671.85,ATM
TXN000000997,ACCT202507,2025-01-06,Deposit,2583.21,GBP,28586.86,Mobile
TXN000000998,ACCT200368,2025-02-08,Deposit,599.96,USD,39916.06,Branch
TXN000000999,ACCT200378,2025-04-14,Withdrawal,3766.08,USD,31388.78,Mobile
TXN000001000,ACCT200568,2026-01-02,Transfer,1011.7,USD,22837.32,Mobile
TXN000001001,ACCT202757,2025-07-01,Withdrawal,3867.81,CAD,36337.78,Mobile
TXN000001002,ACCT202530,2024-09-04,Deposit,49.49,USD,39757.84,Online
TXN000001003,ACCT202225,2025-08-18,Payment,4755.02,CAD,47140.14,Mobile
TXN000001004,ACCT202243,2025-12-23,Withdrawal,4999.87,USD,19425.39,Branch
TXN000001005,ACCT200094,2024-09-13,Payment,4080.6,USD,48622.04,ATM
TXN000001006,ACCT200897,2024-09-14,Deposit,598.11,USD,4839.05,Mobile
TXN000001007,ACCT201825,2026-07-06,Deposit,485.13,USD,44119.02,Online
