order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,order_status,channel
ORD902266,CUST101704,PROD700131,2025-12-28,5,395.12,0,Placed,Online
ORD902267,CUST101068,PROD700123,2026-02-24,2,37.23,10,Placed,Online
ORD902268,CUST100176,PROD700060,2025-09-24,3,102.27,10,Delivered,Online
ORD902269,CUST100929,PROD700078,2026-01-15,1,519.85,0,Delivered,Mobile App
ORD902270,CUST100355,PROD700051,2024-12-15,1,867.0,0,Shipped,Mobile App
ORD902271,CUST101946,PROD700107,2025-05-16,4,227.72,0,Delivered,Online
ORD902272,CUST100093,PROD700109,2026-04-06,4,139.92,0,Cancelled,In-Store
ORD902273,CUST101576,PROD700038,2024-09-27,1,252.24,10,Shipped,Online
ORD902274,CUST101260,PROD700090,2026-02-17,2,519.7,0,Delivered,Mobile App
ORD902275,CUST100123,PROD700151,2026-03-20,5,655.42,5,Delivered,Mobile App
ORD902276,CUST100265,PROD700122,2024-09-13,1,389.5,0,Shipped,Online
ORD902277,CUST101823,PROD700142,2025-03-24,3,716.35,0,Delivered,Online
ORD902278,CUST100664,PROD700109,2025-01-25,4,139.92,10,Placed,In-Store
ORD902279,CUST100572,PROD700106,2025-09-28,4,758.71,0,Delivered,Online
ORD902280,CUST101517,PROD700126,2025-01-09,3,628.38,10,Delivered,Online
ORD902281,CUST100744,PROD700086,2025-01-10,5,213.12,10,Delivered,Online
ORD902282,CUST100263,PROD700157,2025-05-11,3,172.47,0,Shipped,In-Store
ORD902283,CUST100876,PROD700030,2025-05-19,1,22.26,20,Delivered,Online
ORD902284,CUST101641,PROD700001,2026-03-05,1,440.65,0,Placed,In-Store
ORD902285,CUST100484,PROD700150,2025-11-30,2,43.78,0,Placed,Mobile App
ORD902286,CUST100141,PROD700029,2026-05-11,3,663.32,0,Cancelled,Online
ORD902287,CUST101297,PROD700123,2026-03-14,1,37.23,5,Delivered,In-Store
ORD902288,CUST100582,PROD700046,2025-03-16,1,585.39,10,Shipped,Online
ORD902289,CUST101467,PROD700098,2025-02-28,4,69.95,0,Delivered,Online
ORD902290,CUST101305,PROD700056,2025-10-23,4,171.24,10,Delivered,In-Store
ORD902291,CUST100013,PROD700074,2024-12-21,4,340.42,0,Shipped,Mobile App
ORD902292,CUST101944,PROD700042,2025-02-26,3,132.97,15,Shipped,Online
ORD902293,CUST100216,PROD700044,2025-07-19,5,298.6,5,Delivered,Online
ORD902294,CUST100293,PROD700016,2026-01-17,2,402.47,10,Shipped,In-Store
ORD902295,CUST100772,PROD700078,2025-02-26,5,519.85,5,Placed,Mobile App
ORD902296,CUST101002,PROD700133,2025-01-15,2,30.49,0,Delivered,In-Store
ORD902297,CUST100338,PROD700118,2024-08-31,3,47.93,10,Placed,Online
ORD902298,CUST100370,PROD700022,2025-01-18,4,486.05,10,Shipped,Online
ORD902299,CUST100743,PROD700082,2025-03-07,3,208.24,5,Delivered,Online
ORD902300,CUST101169,PROD700034,2025-12-03,4,542.39,15,Shipped,Online
ORD902301,CUST101588,PROD700158,2024-11-09,1,65.64,10,Delivered,In-Store
ORD902302,CUST100209,PROD700097,2025-06-21,5,195.74,0,Shipped,Online
ORD902303,CUST101321,PROD700046,2025-07-18,4,585.39,0,Returned,Online
ORD902304,CUST101468,PROD700055,2025-09-20,2,625.81,5,Delivered,Mobile App
ORD902305,CUST101896,PROD700149,2026-02-22,2,438.19,0,Returned,Online
ORD902306,CUST101862,PROD700039,2026-03-17,5,241.26,5,Returned,In-Store
ORD902307,CUST101637,PROD700043,2025-02-15,1,130.51,0,Delivered,Mobile App
ORD902308,CUST101127,PROD700019,2026-04-13,3,57.17,0,Shipped,Mobile App
ORD902309,CUST100500,PROD700083,2025-04-12,3,403.0,10,Delivered,Mobile App
ORD902310,CUST101924,PROD700138,2026-04-05,2,283.42,0,Delivered,Online
ORD902311,CUST101807,PROD700125,2025-05-25,4,240.64,0,Delivered,Online
ORD902312,CUST100040,PROD700100,2025-06-24,3,6.9,5,Shipped,Online
ORD902313,CUST101587,PROD700064,2026-02-10,5,555.35,0,Delivered,In-Store
ORD902314,CUST101236,PROD700029,2026-05-26,2,663.32,10,Cancelled,Mobile App
ORD902315,CUST100357,PROD700112,2024-09-10,1,306.19,0,Shipped,Online
ORD902316,CUST101220,PROD700084,2024-10-14,2,703.26,0,Delivered,Online
ORD902317,CUST101449,PROD700127,2026-03-10,1,727.99,10,Shipped,Online
ORD902318,CUST101062,PROD700148,2025-04-03,5,564.53,0,Returned,Online
ORD902319,CUST100813,PROD700025,2026-07-17,2,218.09,5,Delivered,In-Store
ORD902320,CUST100077,PROD700013,2025-04-19,5,365.04,10,Shipped,Online
ORD902321,CUST101924,PROD700141,2025-05-27,4,98.63,5,Delivered,Online
ORD902322,CUST100897,PROD700128,2025-10-01,5,458.27,0,Cancelled,Online
ORD902323,CUST100484,PROD700095,2025-12-05,5,734.37,5,Delivered,Online
ORD902324,CUST100569,PROD700015,2024-09-19,1,494.96,20,Shipped,Online
ORD902325,CUST101751,PROD700099,2026-06-16,1,49.16,10,Delivered,Online
ORD902326,CUST101785,PROD700117,2025-06-04,1,461.79,0,Delivered,Online
ORD902327,CUST100305,PROD700146,2026-07-06,1,53.38,5,Placed,Online
ORD902328,CUST100189,PROD700150,2024-07-24,3,43.78,0,Delivered,Online
ORD902329,CUST101686,PROD700130,2025-10-28,2,231.67,0,Placed,Online
ORD902330,CUST101406,PROD700106,2025-05-15,4,758.71,5,Placed,Online
ORD902331,CUST101296,PROD700029,2025-03-17,2,663.32,0,Delivered,Online
ORD902332,CUST101406,PROD700053,2025-12-25,2,143.47,15,Shipped,Mobile App
ORD902333,CUST100285,PROD700104,2024-09-04,4,62.73,0,Delivered,In-Store
ORD902334,CUST100824,PROD700022,2025-05-05,1,486.05,0,Shipped,Mobile App
ORD902335,CUST100065,PROD700010,2025-06-27,1,281.9,0,Delivered,In-Store
ORD902336,CUST100405,PROD700135,2025-08-23,4,239.51,15,Returned,In-Store
ORD902337,CUST100394,PROD700054,2025-08-09,1,314.73,0,Shipped,Online
ORD902338,CUST100932,PROD700137,2026-05-12,1,324.61,5,Delivered,In-Store
ORD902339,CUST101565,PROD700077,2025-06-19,5,398.68,10,Shipped,Online
ORD902340,CUST101143,PROD700023,2025-06-11,3,159.91,5,Placed,In-Store
ORD902341,CUST101180,PROD700035,2024-08-12,3,388.41,5,Cancelled,Mobile App
ORD902342,CUST100263,PROD700038,2026-03-06,5,252.24,0,Shipped,Mobile App
ORD902343,CUST100716,PROD700049,2026-03-14,3,368.31,5,Returned,Mobile App
ORD902344,CUST100439,PROD700016,2026-02-10,1,402.47,5,Delivered,In-Store
ORD902345,CUST101194,PROD700088,2024-09-19,2,606.19,0,Delivered,Online
ORD902346,CUST100242,PROD700024,2025-07-22,2,54.71,0,Returned,Online
ORD902347,CUST100750,PROD700091,2026-07-16,5,397.6,0,Delivered,In-Store
ORD902348,CUST100531,PROD700033,2025-09-18,2,448.68,15,Delivered,Mobile App
ORD902349,CUST100986,PROD700039,2024-11-21,1,241.26,15,Shipped,Online
ORD902350,CUST100472,PROD700092,2025-12-29,5,543.0,5,Shipped,Online
ORD902351,CUST100907,PROD700042,2025-11-17,5,132.97,5,Delivered,Mobile App
ORD902352,CUST100045,PROD700110,2025-05-13,4,450.93,0,Cancelled,Online
ORD902353,CUST101845,PROD700072,2026-05-15,5,237.67,0,Delivered,Online
ORD902354,CUST101454,PROD700040,2024-10-04,1,293.24,10,Shipped,Online
ORD902355,CUST100743,PROD700015,2026-05-25,1,494.96,15,Placed,Online
ORD902356,CUST101310,PROD700127,2026-05-18,5,727.99,0,Cancelled,Online
ORD902357,CUST100906,PROD700078,2025-02-27,5,519.85,5,Placed,In-Store
ORD902358,CUST101727,PROD700089,2026-02-23,3,608.46,0,Shipped,Online
ORD902359,CUST101659,PROD700122,2025-11-22,1,389.5,0,Shipped,Online
ORD902360,CUST101575,PROD700028,2025-07-22,1,117.87,0,Delivered,In-Store
ORD902361,CUST101650,PROD700031,2025-01-14,1,114.6,15,Shipped,In-Store
ORD902362,CUST100816,PROD700141,2024-08-04,2,98.63,0,Shipped,Mobile App
ORD902363,CUST100087,PROD700125,2025-07-08,2,240.64,0,Delivered,Online
ORD902364,CUST101213,PROD700093,2025-03-06,4,145.16,0,Shipped,In-Store
ORD902365,CUST100400,PROD700087,2026-07-07,1,133.01,0,Delivered,Online
ORD902366,CUST101459,PROD700026,2025-09-15,2,311.22,0,Placed,Online
ORD902367,CUST101086,PROD700012,2026-01-31,3,511.65,15,Delivered,Online
ORD902368,CUST101441,PROD700051,2024-08-13,4,867.0,0,Shipped,Online
ORD902369,CUST101760,PROD700111,2024-11-15,2,620.48,0,Delivered,Online
ORD902370,CUST101016,PROD700109,2025-07-11,4,139.92,0,Delivered,Online
ORD902371,CUST101374,PROD700001,2025-10-29,3,440.65,10,Shipped,In-Store
ORD902372,CUST101658,PROD700155,2025-08-12,4,567.21,15,Shipped,Online
ORD902373,CUST100894,PROD700065,2026-02-09,4,584.34,10,Cancelled,Online
ORD902374,CUST101701,PROD700149,2026-01-26,1,438.19,0,Delivered,Mobile App
ORD902375,CUST100544,PROD700004,2026-01-16,1,678.25,0,Placed,Online
ORD902376,CUST100051,PROD700079,2024-11-02,3,133.49,10,Delivered,In-Store
ORD902377,CUST101365,PROD700012,2026-06-22,4,511.65,0,Delivered,Mobile App
ORD902378,CUST100537,PROD700009,2025-08-11,1,821.75,5,Delivered,Online
ORD902379,CUST101152,PROD700141,2024-12-26,1,98.63,10,Delivered,Mobile App
ORD902380,CUST100510,PROD700069,2024-07-31,5,85.21,5,Placed,In-Store
ORD902381,CUST101250,PROD700081,2024-10-16,2,433.59,5,Placed,Online
ORD902382,CUST101224,PROD700150,2026-04-22,3,43.78,10,Delivered,Mobile App
ORD902383,CUST101009,PROD700101,2025-10-21,5,14.27,5,Delivered,In-Store
ORD902384,CUST101403,PROD700050,2026-06-19,4,317.23,0,Delivered,Online
ORD902385,CUST100209,PROD700154,2025-11-11,5,236.26,0,Delivered,Online
ORD902386,CUST100587,PROD700025,2025-06-18,2,218.09,15,Shipped,Online
ORD902387,CUST101701,PROD700146,2025-11-19,3,53.38,0,Shipped,Online
ORD902388,CUST101980,PROD700046,2026-03-27,2,585.39,0,Delivered,In-Store
ORD902389,CUST100233,PROD700074,2026-05-27,5,340.42,20,Delivered,Online
ORD902390,CUST101865,PROD700003,2025-10-19,1,353.56,0,Delivered,Mobile App
ORD902391,CUST100104,PROD700035,2025-03-15,1,388.41,0,Shipped,Mobile App
ORD902392,CUST100841,PROD700138,2025-05-25,2,283.42,0,Shipped,Online
ORD902393,CUST101906,PROD700007,2026-05-05,3,35.8,15,Placed,Online
ORD902394,CUST101437,PROD700021,2025-05-07,2,19.04,10,Delivered,In-Store
ORD902395,CUST101597,PROD700152,2026-03-31,5,233.11,5,Cancelled,Mobile App
ORD902396,CUST101971,PROD700028,2026-03-21,1,117.87,0,Returned,Mobile App
ORD902397,CUST101900,PROD700128,2026-04-08,5,458.27,5,Returned,Online
ORD902398,CUST101831,PROD700018,2024-11-17,5,554.12,0,Cancelled,Online
ORD902399,CUST101802,PROD700041,2024-10-12,1,302.2,10,Delivered,Online
ORD902400,CUST101991,PROD700059,2025-07-26,5,773.2,0,Returned,Online
ORD902401,CUST101662,PROD700002,2025-03-05,5,696.28,0,Shipped,Online
ORD902402,CUST101365,PROD700107,2026-06-01,4,227.72,0,Delivered,Mobile App
ORD902403,CUST100613,PROD700048,2025-05-06,4,867.55,5,Delivered,Online
ORD902404,CUST101023,PROD700021,2025-12-10,2,19.04,5,Delivered,In-Store
ORD902405,CUST101146,PROD700042,2025-05-22,5,132.97,15,Delivered,Online
ORD902406,CUST101372,PROD700100,2025-03-23,5,6.9,15,Returned,Online
ORD902407,CUST100726,PROD700012,2025-09-26,3,511.65,0,Placed,Online
ORD902408,CUST100726,PROD700022,2025-10-17,5,486.05,0,Delivered,Online
ORD902409,CUST100581,PROD700141,2026-06-29,2,98.63,5,Shipped,Mobile App
ORD902410,CUST101480,PROD700141,2026-01-11,5,98.63,0,Shipped,Online
ORD902411,CUST101648,PROD700117,2025-09-19,5,461.79,5,Delivered,In-Store
ORD902412,CUST101812,PROD700046,2025-09-11,3,585.39,5,Delivered,Online
ORD902413,CUST101119,PROD700072,2025-02-13,5,237.67,0,Delivered,Online
ORD902414,CUST100927,PROD700156,2024-12-20,4,368.07,0,Placed,Online
ORD902415,CUST100692,PROD700113,2026-04-06,1,422.32,0,Shipped,Online
ORD902416,CUST101690,PROD700091,2025-09-24,5,397.6,5,Delivered,Online
ORD902417,CUST101981,PROD700139,2025-06-16,2,683.2,5,Placed,In-Store
ORD902418,CUST101090,PROD700056,2025-10-01,3,171.24,5,Delivered,Online
ORD902419,CUST100529,PROD700010,2025-03-08,4,281.9,0,Shipped,Online
ORD902420,CUST100139,PROD700134,2026-04-25,4,470.5,0,Delivered,In-Store
ORD902421,CUST100439,PROD700016,2025-03-14,1,402.47,20,Shipped,Online
ORD902422,CUST101228,PROD700063,2026-05-07,3,674.46,5,Delivered,Online
ORD902423,CUST100436,PROD700052,2025-01-13,4,675.95,0,Shipped,Online
ORD902424,CUST100509,PROD700000,2026-01-07,3,654.81,0,Shipped,Online
ORD902425,CUST100680,PROD700142,2025-09-27,5,716.35,10,Placed,In-Store
ORD902426,CUST100570,PROD700042,2024-08-08,3,132.97,10,Cancelled,Online
ORD902427,CUST100878,PROD700067,2025-12-22,1,10.51,0,Delivered,Online
ORD902428,CUST101613,PROD700049,2025-05-22,3,368.31,5,Shipped,Online
ORD902429,CUST100991,PROD700016,2026-06-07,4,402.47,10,Delivered,Mobile App
ORD902430,CUST100529,PROD700016,2025-08-31,5,402.47,5,Shipped,In-Store
ORD902431,CUST101958,PROD700139,2025-02-19,1,683.2,15,Delivered,Online
ORD902432,CUST100297,PROD700102,2024-10-12,4,44.31,0,Delivered,Online
ORD902433,CUST100214,PROD700069,2026-04-24,4,85.21,10,Delivered,Mobile App
ORD902434,CUST101283,PROD700159,2025-03-14,2,97.45,0,Cancelled,Online
ORD902435,CUST101264,PROD700108,2025-05-08,5,235.27,10,Delivered,Online
ORD902436,CUST101125,PROD700148,2025-07-19,4,564.53,0,Delivered,Mobile App
ORD902437,CUST101827,PROD700097,2026-06-13,5,195.74,10,Delivered,Online
ORD902438,CUST101645,PROD700150,2025-10-12,3,43.78,5,Returned,Online
ORD902439,CUST101391,PROD700157,2025-04-22,2,172.47,0,Delivered,Mobile App
ORD902440,CUST101902,PROD700122,2025-04-17,3,389.5,0,Shipped,In-Store
ORD902441,CUST100160,PROD700089,2026-02-14,1,608.46,0,Placed,In-Store
ORD902442,CUST101579,PROD700058,2026-04-13,5,159.38,5,Delivered,Online
ORD902443,CUST101998,PROD700107,2026-05-21,3,227.72,5,Shipped,Online
ORD902444,CUST100762,PROD700131,2026-02-02,5,395.12,5,Shipped,Online
ORD902445,CUST101343,PROD700001,2026-04-03,1,440.65,5,Placed,Online
ORD902446,CUST101188,PROD700034,2026-03-31,3,542.39,0,Delivered,Online
ORD902447,CUST100561,PROD700096,2025-07-10,4,12.31,10,Delivered,In-Store
ORD902448,CUST101018,PROD700142,2024-12-22,5,716.35,0,Delivered,Online
ORD902449,CUST101679,PROD700111,2025-09-24,3,620.48,10,Shipped,Online
ORD902450,CUST100907,PROD700108,2026-05-24,3,235.27,0,Delivered,Mobile App
ORD902451,CUST100631,PROD700146,2024-09-10,4,53.38,10,Delivered,Mobile App
ORD902452,CUST100059,PROD700049,2025-04-13,5,368.31,0,Delivered,Online
ORD902453,CUST101793,PROD700094,2025-11-25,3,318.45,0,Delivered,Online
ORD902454,CUST100592,PROD700047,2025-06-16,4,205.05,0,Delivered,Online
ORD902455,CUST100468,PROD700085,2026-01-29,5,533.71,15,Delivered,Online
ORD902456,CUST100242,PROD700108,2025-07-08,2,235.27,0,Cancelled,Online
ORD902457,CUST100979,PROD700115,2025-10-14,4,332.94,5,Returned,Online
ORD902458,CUST101255,PROD700102,2026-07-21,2,44.31,0,Delivered,Online
ORD902459,CUST100204,PROD700020,2025-10-27,2,35.61,0,Shipped,Mobile App
ORD902460,CUST101058,PROD700128,2025-07-21,3,458.27,5,Delivered,Mobile App
ORD902461,CUST100971,PROD700001,2025-12-03,5,440.65,5,Placed,Mobile App
ORD902462,CUST100261,PROD700123,2024-10-31,4,37.23,0,Returned,Online
ORD902463,CUST100733,PROD700147,2025-09-06,5,109.71,0,Cancelled,In-Store
ORD902464,CUST101471,PROD700003,2024-09-22,3,353.56,0,Delivered,Online
ORD902465,CUST101495,PROD700042,2025-04-15,4,132.97,0,Placed,Online
ORD902466,CUST101506,PROD700052,2026-07-14,5,675.95,10,Shipped,Online
ORD902467,CUST101205,PROD700058,2025-06-16,4,159.38,5,Delivered,Mobile App
ORD902468,CUST100717,PROD700136,2024-09-25,1,664.61,20,Delivered,In-Store
ORD902469,CUST100358,PROD700094,2024-12-15,3,318.45,0,Returned,Online
ORD902470,CUST101799,PROD700142,2025-12-08,2,716.35,0,Delivered,In-Store
ORD902471,CUST101934,PROD700068,2024-08-07,1,392.71,0,Placed,Online
ORD902472,CUST100693,PROD700094,2024-10-27,3,318.45,5,Delivered,Mobile App
ORD902473,CUST100396,PROD700019,2026-03-27,1,57.17,0,Shipped,In-Store
ORD902474,CUST101259,PROD700114,2025-11-21,3,145.72,10,Delivered,In-Store
ORD902475,CUST100173,PROD700125,2025-01-14,5,240.64,0,Delivered,Mobile App
ORD902476,CUST100601,PROD700101,2026-05-18,2,14.27,5,Shipped,In-Store
ORD902477,CUST100392,PROD700042,2024-11-24,4,132.97,10,Shipped,In-Store
ORD902478,CUST101838,PROD700097,2026-03-22,2,195.74,0,Delivered,In-Store
ORD902479,CUST100137,PROD700138,2025-07-30,1,283.42,5,Delivered,Online
ORD902480,CUST101463,PROD700063,2026-05-30,1,674.46,5,Shipped,Online
ORD902481,CUST101116,PROD700155,2025-05-30,2,567.21,0,Delivered,Online
ORD902482,CUST100470,PROD700159,2025-01-05,2,97.45,10,Delivered,Online
ORD902483,CUST101787,PROD700026,2025-10-27,5,311.22,0,Placed,Online
ORD902484,CUST101725,PROD700073,2026-06-17,5,365.16,0,Cancelled,Mobile App
ORD902485,CUST101372,PROD700071,2024-09-30,3,616.23,15,Shipped,Online
ORD902486,CUST100430,PROD700109,2025-05-24,1,139.92,10,Delivered,Mobile App
ORD902487,CUST100445,PROD700016,2026-01-25,4,402.47,0,Delivered,In-Store
ORD902488,CUST101333,PROD700027,2025-11-24,1,622.44,10,Delivered,Mobile App
ORD902489,CUST100252,PROD700082,2026-03-17,2,208.24,0,Delivered,Online
ORD902490,CUST101790,PROD700128,2025-11-15,5,458.27,0,Delivered,Online
ORD902491,CUST101200,PROD700159,2025-02-27,5,97.45,0,Delivered,In-Store
ORD902492,CUST100644,PROD700153,2026-03-18,1,487.4,0,Delivered,In-Store
ORD902493,CUST100920,PROD700122,2025-11-01,1,389.5,5,Shipped,Online
ORD902494,CUST101765,PROD700059,2025-08-13,1,773.2,5,Delivered,In-Store
ORD902495,CUST100270,PROD700097,2024-12-29,3,195.74,15,Shipped,Mobile App
ORD902496,CUST101067,PROD700057,2026-03-13,5,507.76,0,Delivered,In-Store
ORD902497,CUST101323,PROD700026,2026-04-21,2,311.22,5,Returned,Online
ORD902498,CUST101160,PROD700100,2025-10-13,2,6.9,0,Returned,Online
ORD902499,CUST101140,PROD700131,2025-07-07,1,395.12,15,Delivered,Online
ORD902500,CUST100030,PROD700031,2025-05-23,1,114.6,0,Delivered,Online
ORD902501,CUST101069,PROD700000,2025-09-01,1,654.81,0,Placed,Online
ORD902502,CUST101040,PROD700029,2025-07-17,1,663.32,10,Cancelled,In-Store
ORD902503,CUST100249,PROD700142,2026-01-01,4,716.35,0,Delivered,Online
ORD902504,CUST101631,PROD700075,2026-01-12,2,364.36,0,Delivered,Online
ORD902505,CUST100653,PROD700060,2025-05-15,5,102.27,5,Shipped,In-Store
ORD902506,CUST100097,PROD700021,2025-05-02,5,19.04,10,Delivered,Online
ORD902507,CUST100633,PROD700140,2025-10-18,2,46.71,0,Shipped,Mobile App
ORD902508,CUST100406,PROD700080,2026-06-26,1,250.1,5,Placed,Mobile App
ORD902509,CUST100007,PROD700117,2025-06-04,4,461.79,0,Cancelled,Mobile App
ORD902510,CUST101708,PROD700084,2025-03-08,5,703.26,0,Delivered,Online
ORD902511,CUST101836,PROD700011,2026-05-20,4,177.92,5,Delivered,Online
ORD902512,CUST101325,PROD700023,2025-08-13,1,159.91,0,Placed,Online
ORD902513,CUST101826,PROD700022,2024-10-14,1,486.05,20,Delivered,Online
ORD902514,CUST101109,PROD700072,2025-09-09,1,237.67,0,Delivered,Online
ORD902515,CUST100961,PROD700151,2026-03-27,3,655.42,0,Delivered,In-Store
ORD902516,CUST100880,PROD700094,2026-05-06,5,318.45,0,Delivered,Online
ORD902517,CUST101486,PROD700141,2024-09-22,2,98.63,5,Delivered,In-Store
ORD902518,CUST101607,PROD700040,2025-12-27,4,293.24,0,Delivered,Online
ORD902519,CUST101838,PROD700110,2026-07-17,5,450.93,5,Delivered,Online
ORD902520,CUST100148,PROD700135,2025-07-31,4,239.51,0,Delivered,Online
ORD902521,CUST100928,PROD700151,2025-04-24,4,655.42,10,Shipped,In-Store
ORD902522,CUST100484,PROD700096,2025-01-14,1,12.31,0,Delivered,Mobile App
ORD902523,CUST101564,PROD700033,2025-02-13,4,448.68,20,Cancelled,Online
ORD902524,CUST101787,PROD700133,2024-08-21,5,30.49,0,Delivered,Online
ORD902525,CUST101558,PROD700020,2025-10-16,5,35.61,15,Cancelled,Mobile App
ORD902526,CUST101605,PROD700094,2025-06-22,2,318.45,0,Returned,Online
ORD902527,CUST100935,PROD700080,2024-10-13,1,250.1,0,Delivered,Online
ORD902528,CUST101233,PROD700035,2025-11-26,4,388.41,0,Shipped,Online
ORD902529,CUST100188,PROD700138,2025-10-11,5,283.42,5,Shipped,In-Store
ORD902530,CUST100333,PROD700035,2026-06-24,4,388.41,0,Shipped,Mobile App
ORD902531,CUST100920,PROD700085,2025-11-30,5,533.71,0,Delivered,In-Store
ORD902532,CUST100270,PROD700067,2025-11-13,3,10.51,0,Shipped,In-Store
ORD902533,CUST101710,PROD700075,2025-06-29,3,364.36,0,Delivered,Online
ORD902534,CUST101183,PROD700129,2026-03-13,2,850.67,0,Placed,Mobile App
ORD902535,CUST101454,PROD700093,2025-11-23,4,145.16,5,Delivered,Mobile App
ORD902536,CUST100449,PROD700012,2026-05-04,1,511.65,15,Delivered,Mobile App
ORD902537,CUST100940,PROD700104,2025-04-15,3,62.73,0,Returned,Mobile App
ORD902538,CUST101030,PROD700071,2024-10-18,4,616.23,0,Returned,In-Store
ORD902539,CUST100182,PROD700083,2024-09-27,3,403.0,0,Placed,In-Store
ORD902540,CUST100536,PROD700132,2026-04-07,2,521.91,5,Shipped,Online
ORD902541,CUST101928,PROD700034,2025-08-03,4,542.39,15,Placed,Mobile App
ORD902542,CUST100120,PROD700095,2025-03-24,1,734.37,10,Delivered,Mobile App
ORD902543,CUST100761,PROD700015,2025-06-12,1,494.96,20,Shipped,In-Store
ORD902544,CUST101345,PROD700118,2025-01-07,1,47.93,0,Returned,Online
ORD902545,CUST100465,PROD700020,2026-04-21,1,35.61,15,Delivered,Mobile App
ORD902546,CUST100278,PROD700112,2026-04-04,1,306.19,0,Delivered,Online
ORD902547,CUST101393,PROD700018,2025-02-26,4,554.12,0,Delivered,Mobile App
ORD902548,CUST101175,PROD700065,2026-04-20,1,584.34,10,Cancelled,In-Store
ORD902549,CUST101322,PROD700083,2025-02-23,3,403.0,0,Shipped,In-Store
ORD902550,CUST101173,PROD700119,2024-09-05,4,270.38,0,Delivered,Mobile App
ORD902551,CUST100571,PROD700088,2025-06-07,2,606.19,15,Delivered,In-Store
ORD902552,CUST101624,PROD700105,2024-08-29,1,290.44,5,Returned,Mobile App
ORD902553,CUST101660,PROD700121,2024-11-17,2,666.9,0,Delivered,Online
ORD902554,CUST100092,PROD700018,2024-10-21,1,554.12,0,Shipped,In-Store
ORD902555,CUST100375,PROD700156,2024-08-18,4,368.07,0,Shipped,Mobile App
ORD902556,CUST101073,PROD700054,2025-10-21,3,314.73,10,Delivered,Mobile App
ORD902557,CUST100123,PROD700086,2024-10-08,2,213.12,0,Delivered,Online
ORD902558,CUST100879,PROD700139,2026-06-10,4,683.2,0,Placed,In-Store
ORD902559,CUST101906,PROD700056,2025-05-15,3,171.24,0,Cancelled,Online
ORD902560,CUST100466,PROD700077,2026-04-14,2,398.68,0,Delivered,Mobile App
ORD902561,CUST101106,PROD700076,2026-03-25,4,818.19,0,Cancelled,Online
ORD902562,CUST101443,PROD700114,2026-05-25,4,145.72,0,Cancelled,Online
ORD902563,CUST100745,PROD700158,2024-12-10,3,65.64,15,Delivered,Online
ORD902564,CUST100019,PROD700144,2025-06-23,2,118.57,5,Delivered,Online
ORD902565,CUST101010,PROD700085,2025-11-11,3,533.71,5,Shipped,Online
ORD902566,CUST100478,PROD700007,2025-06-09,5,35.8,0,Shipped,Online
ORD902567,CUST101927,PROD700025,2025-11-16,4,218.09,0,Delivered,In-Store
ORD902568,CUST100604,PROD700004,2025-06-12,2,678.25,5,Delivered,Online
ORD902569,CUST100362,PROD700099,2026-07-09,1,49.16,0,Delivered,Online
ORD902570,CUST100645,PROD700158,2025-07-30,3,65.64,10,Cancelled,Mobile App
ORD902571,CUST101828,PROD700021,2024-11-25,2,19.04,0,Returned,Online
ORD902572,CUST101843,PROD700112,2026-03-13,3,306.19,5,Delivered,Mobile App
ORD902573,CUST100855,PROD700015,2026-03-16,1,494.96,10,Shipped,In-Store
ORD902574,CUST100690,PROD700012,2025-07-10,1,511.65,0,Delivered,In-Store
ORD902575,CUST101340,PROD700046,2026-03-26,3,585.39,5,Returned,In-Store
ORD902576,CUST100897,PROD700112,2025-08-17,5,306.19,0,Delivered,Mobile App
ORD902577,CUST101442,PROD700126,2026-01-14,1,628.38,0,Delivered,Online
ORD902578,CUST100724,PROD700152,2026-04-30,5,233.11,5,Placed,In-Store
ORD902579,CUST101364,PROD700093,2026-04-29,1,145.16,10,Cancelled,Online
ORD902580,CUST101387,PROD700002,2025-01-23,4,696.28,5,Shipped,Mobile App
ORD902581,CUST101185,PROD700003,2025-01-04,2,353.56,0,Delivered,Online
ORD902582,CUST100877,PROD700032,2024-12-05,1,449.02,0,Cancelled,In-Store
ORD902583,CUST100614,PROD700072,2026-04-11,1,237.67,5,Placed,Mobile App
ORD902584,CUST101262,PROD700056,2026-04-12,3,171.24,10,Cancelled,Mobile App
ORD902585,CUST100498,PROD700091,2024-12-07,3,397.6,15,Delivered,In-Store
ORD902586,CUST100794,PROD700087,2025-05-12,2,133.01,0,Placed,Online
ORD902587,CUST100026,PROD700124,2026-07-08,5,466.53,5,Returned,Online
ORD902588,CUST101119,PROD700109,2024-12-30,5,139.92,0,Placed,Online
ORD902589,CUST101833,PROD700067,2025-08-08,1,10.51,0,Delivered,Online
ORD902590,CUST101958,PROD700068,2024-12-23,2,392.71,0,Delivered,Online
ORD902591,CUST101972,PROD700073,2024-09-10,3,365.16,20,Delivered,Mobile App
ORD902592,CUST100938,PROD700005,2025-10-03,1,360.13,0,Delivered,Mobile App
ORD902593,CUST100446,PROD700040,2025-06-07,3,293.24,0,Delivered,Online
ORD902594,CUST100777,PROD700002,2026-04-01,1,696.28,0,Delivered,Online
ORD902595,CUST100940,PROD700100,2025-08-27,2,6.9,0,Shipped,Online
ORD902596,CUST101172,PROD700015,2024-12-04,2,494.96,5,Delivered,Online
ORD902597,CUST100195,PROD700056,2025-03-15,3,171.24,0,Delivered,In-Store
